,mod,wt,km_10,km_100,gmm_10,gmm_100
103769,2,10,8,90,2,71
103768,2,7,1,87,0,79
111979,1,5,6,2,7,27
111978,1,2,5,20,2,50
111977,1,5,7,52,2,33
111976,1,2,1,80,0,82
111975,1,5,1,28,0,99
111974,1,1,7,37,2,75
111973,126,2264,1,28,0,41
111972,126,2264,8,91,4,55
111971,1,1,3,87,0,42
111970,2,1,8,87,5,79
145718,2,1,3,37,0,21
145719,2,1,7,7,2,59
145712,1,83,6,1,0,78
145713,2,1,6,95,7,11
145710,1,5,7,50,6,31
145711,0,30,7,52,2,33
145716,1,5,7,57,6,9
145717,2,1,9,24,9,39
145714,2,1,1,62,0,16
145715,2,1,6,1,0,48
101729,0,11,7,94,6,75
101728,7,5,3,53,8,35
101723,0,21,3,32,8,42
101722,0,969,7,46,3,91
101721,126,2264,3,81,3,52
101720,0,82,4,26,7,54
101727,0,11,3,50,1,31
101726,0,12,7,96,6,28
101725,0,970,7,4,6,23
101724,0,10,9,29,9,7
109259,1,1,1,63,0,64
87928,0,22,1,80,5,99
109257,1,5,4,13,7,29
87926,3,316,1,28,5,41
87925,3,614,1,62,0,16
109254,1,1,6,34,0,77
109253,1,5,7,7,2,1
109252,2,8,7,60,6,58
109251,1,5,7,59,6,9
109250,1,1,7,25,6,1
92763,0,144,7,21,6,25
92762,2,768,7,52,2,33
92761,2,2,1,87,0,79
92760,2,90,7,25,6,24
92767,0,12,1,62,0,16
92766,1,2,3,38,7,67
100238,126,2264,3,82,0,35
100239,0,3,3,13,8,86
100236,3,2,7,59,6,9
100237,0,3,3,96,3,28
100234,1,5,8,8,5,82
100235,0,12,0,3,8,19
100232,2,30,0,3,0,19
100233,1,5,6,35,8,48
100230,0,35,3,21,1,25
100231,0,1,1,28,0,41
100257,0,3,8,71,5,81
101189,0,1,1,58,0,17
101188,0,10,8,92,2,61
101187,0,1,4,87,0,79
101186,52,554,0,86,3,19
101185,0,204,4,66,1,6
101184,2,139,1,80,0,99
101183,17,2,0,29,3,19
101182,0,3,3,7,2,59
101181,2,14,7,5,2,9
107203,0,1217,7,92,6,61
100252,0,1,7,81,2,73
100253,0,3,3,4,6,98
101886,2,475,7,65,6,49
85389,19,1177,1,73,0,40
85388,126,2264,9,41,9,93
85381,126,2264,0,23,3,18
85380,2,686,7,59,2,9
85383,126,2264,8,91,4,55
85382,0,3,8,90,4,4
85385,2,1266,7,57,6,9
85384,2,443,7,7,2,43
85387,24,762,7,95,6,43
85386,15,358,7,52,2,33
109612,1,5,7,37,6,12
96079,3,1245,7,96,6,28
85657,2,983,7,21,2,25
85656,126,2264,7,59,6,9
85655,126,2264,5,37,2,15
85654,3,1,7,96,6,96
85653,126,2264,7,60,2,24
85652,2,907,7,25,2,24
85651,2,150,8,8,2,12
85650,3,316,7,46,6,91
85659,2,187,7,0,6,83
85658,3,1541,8,71,2,81
3207861,126,2264,7,74,6,96
3207860,126,2264,7,37,2,75
803270,1,1,7,7,2,43
621270,1,59,8,8,5,82
108863,1,5,7,52,2,33
108862,1,5,1,80,5,99
108861,1,5,1,58,0,17
108860,1,5,1,87,0,79
89925,2,1338,1,51,0,56
108866,126,2264,3,68,8,31
108865,1,5,7,7,2,60
108864,1,5,4,98,7,37
89929,2,234,1,90,0,61
89928,2,977,6,9,8,47
86678,0,2,8,8,5,12
86679,2,548,3,69,3,94
86674,126,2264,7,52,6,33
86675,0,22,8,52,5,33
86676,2,19,8,7,2,80
86677,126,2264,7,68,2,24
86670,3,979,8,8,5,82
86671,79,980,1,80,0,99
86672,3,7,8,80,5,82
86673,64,698,7,59,6,9
95849,3,195,8,70,2,80
91073,2,416,7,25,2,60
96451,0,35,7,59,6,9
96450,0,3,1,97,0,22
89211,126,2264,1,80,2,82
89210,2,538,7,60,6,58
89217,0,233,3,50,6,31
96454,2,9,4,1,0,64
96457,0,131,3,33,1,78
96456,1,5,7,18,6,1
96459,0,1,7,57,6,9
96458,126,2264,8,8,5,85
89219,31,9,8,31,5,90
89218,3,232,7,94,2,59
103246,2,30,8,64,5,90
103247,2,1,9,11,9,74
103244,2,13,7,59,6,9
103245,2,583,7,52,6,33
103242,0,1,6,0,0,83
103243,1,5,1,58,0,17
103240,2,0,8,21,5,25
103241,1,12,7,25,6,24
103248,0,10,7,52,6,33
103249,1,1,7,59,6,75
94349,2,982,8,8,5,12
94347,126,2264,7,37,6,75
94346,2,242,7,59,6,12
94345,2,13,7,37,6,75
94344,1,7,7,7,2,59
94343,0,1671,7,81,2,73
94342,2,13,3,7,8,59
94341,2,19,7,83,6,98
94340,2,588,8,64,4,90
90859,2,97,7,37,6,10
90858,126,2264,7,7,2,60
90857,2,60,7,7,2,60
90856,2,983,8,8,5,12
90855,126,2264,7,7,2,59
90854,2,189,7,7,2,60
90853,2,9,8,91,4,55
90852,126,2264,7,96,2,28
90851,2,240,7,70,2,80
90850,0,984,8,71,4,81
1632029,2,20,7,63,0,64
118361,1,2,7,21,2,25
118360,2,1,7,21,6,25
118363,1,1,8,70,2,80
118362,2,1,7,7,2,60
118365,2,1,3,83,8,0
118364,2,1,8,63,5,64
118367,1,2,8,64,5,90
118366,2,1,7,25,6,24
118369,1,5,7,25,6,59
118368,1,1,7,83,2,0
99542,1,2,7,7,2,60
99543,0,131,7,7,6,60
99540,0,22,8,33,2,78
99546,2,68,7,7,2,59
99547,2,30,7,0,8,43
99544,0,116,7,7,2,43
99545,2,985,7,7,2,43
99548,1,3,1,87,0,79
99549,126,2264,7,65,6,49
95438,126,2264,1,28,0,41
95439,0,3,3,73,2,40
95436,1,7,7,92,6,12
95437,0,3,8,8,5,82
95434,2,13,8,8,5,85
95435,3,207,8,31,4,4
95432,1,2,7,68,6,24
95433,0,3,8,31,4,4
95430,1,1,1,63,5,82
95431,2,986,7,96,6,28
97498,3,97,3,60,2,58
97499,126,2264,3,63,2,59
97496,1,2,3,45,8,45
97497,2,204,7,21,6,25
97494,2,1,3,73,8,40
97495,3,578,3,5,2,40
97492,0,19,7,37,6,75
97493,0,3,7,59,6,9
97490,2,76,8,91,4,55
97491,1,3,7,37,6,75
90149,2,1,7,96,6,96
90148,2,1412,7,95,6,23
90141,126,2264,7,59,6,9
90140,2,7,8,70,2,21
90143,8,97,8,8,5,85
90142,2,13,7,96,6,96
90145,2,1518,7,33,6,78
90144,2,9,9,11,9,62
90147,126,2264,8,91,4,55
90146,0,7,7,59,6,9
93619,2,130,7,92,6,61
2801435,1,5,7,25,6,24
2801434,1,2,7,73,5,40
2801433,0,12,7,59,6,9
2801432,2,0,7,37,6,75
2801431,3,30,8,73,2,40
2801430,2,1747,8,92,5,61
101129,31,1,8,90,5,61
101128,0,1,3,63,6,64
93474,2,3,7,37,6,13
93475,2,7,7,60,6,58
101127,0,1,7,37,6,13
93477,2,180,7,52,2,33
93470,0,22,7,96,5,28
101120,0,10,9,52,6,74
101122,1,3,1,97,0,22
91432,126,2264,7,96,6,28
91433,0,1412,7,21,6,25
91430,2,14,7,37,6,75
91431,0,22,7,96,6,96
91437,2,989,7,52,6,33
91434,2,13,3,73,2,40
91435,2,13,7,25,8,24
91438,2,721,8,70,2,80
91439,2,721,8,91,4,55
103710,3,525,7,25,6,0
91200,2,57,8,90,4,80
103712,2,0,7,81,2,73
103713,2,259,3,32,8,42
103714,0,21,7,73,6,40
91204,2,739,8,8,5,90
91207,2,660,7,96,6,96
111949,1,1,7,73,6,40
104011,0,1,7,83,6,98
95393,2,7,7,83,6,0
95392,2,69,7,83,6,0
95391,2,13,7,37,5,1
95390,126,2264,7,7,2,98
92169,0,12,7,37,2,33
92168,2,432,8,8,5,85
95395,1,2,7,52,2,33
95394,0,156,0,48,6,98
92165,2,276,7,33,2,33
92164,0,52,7,68,2,24
92167,2,1,7,90,2,61
95398,3,1,7,52,6,33
92161,2,992,8,8,5,90
92160,0,815,7,7,2,59
92163,2,336,7,37,2,59
92162,126,2264,3,37,2,99
99424,1,993,8,70,2,80
98629,0,1,7,25,6,24
98621,126,2264,7,7,2,59
98622,0,420,7,60,6,58
98623,2,13,7,60,6,58
107938,2,30,7,37,5,12
107939,1,2,7,94,2,59
110536,1,5,7,70,2,21
110537,0,994,7,21,6,25
110530,1,83,7,96,6,96
110531,2,68,7,37,2,59
110532,1,5,7,7,6,59
110533,2,68,8,91,4,55
107933,0,1,7,52,6,33
107934,1,2,7,60,2,58
107935,1,2,7,25,6,24
107936,1,1,7,47,6,60
107937,1,35,7,65,6,49
85864,2,362,7,57,6,24
85865,2,13,7,57,6,9
112707,1,2,6,50,5,31
112706,2,1,8,90,4,55
96098,0,995,7,21,6,25
112701,1,5,7,50,6,31
112700,2,1,7,96,6,28
112703,0,3,7,59,6,12
112702,1,2,7,59,6,9
87974,3,162,7,21,6,1
87975,3,162,7,68,2,24
85868,126,2264,7,92,6,61
109264,1,2,7,96,6,28
89735,0,22,7,33,6,96
87977,2,7,8,90,4,4
98088,1,5,8,71,5,81
98089,0,156,7,50,8,43
98084,3,12,7,93,6,92
87970,2,789,8,7,5,12
98086,0,12,7,47,5,32
98087,0,22,7,57,6,45
98080,0,1,3,18,6,18
98081,126,2264,8,37,5,88
98082,0,12,1,58,0,17
87971,2,789,3,74,6,25
87972,2,789,8,64,2,33
109261,0,12,7,21,6,25
99979,0,1,6,63,0,64
99978,0,1,1,80,0,99
99973,1,2,3,73,0,40
99972,2,1,7,63,6,98
99971,3,28,7,8,5,12
99970,0,69,3,27,2,14
99977,1,30,3,60,6,58
99976,2,30,7,83,2,60
99975,0,12,8,90,4,61
99974,2,30,7,59,6,9
105796,2,2,7,21,6,1
105795,0,10,7,4,6,9
105792,126,2264,7,21,6,25
105793,126,2264,3,27,2,14
105790,0,1,8,70,2,80
105791,2,68,8,71,4,81
101943,2,1482,1,67,0,51
105798,0,74,7,73,6,1
105799,1,2,7,59,6,9
106497,2,1,7,59,6,9
104773,0,12,7,23,6,18
104772,3,28,7,23,6,18
104771,2,76,7,7,2,24
104770,0,1,7,21,6,25
104777,1,2,7,7,2,60
104776,0,1003,7,7,2,60
104775,2,10,7,59,6,9
104774,0,35,7,37,2,59
104779,1,2,8,64,2,90
104778,0,10,8,73,4,40
105421,1,2,7,7,2,59
112398,1,5,7,37,2,61
105423,2,1,7,7,2,60
105424,1,1,7,52,2,33
105425,0,1,7,27,2,60
105426,0,10,8,7,2,60
105427,0,7,3,73,2,40
112392,1,2,7,67,2,9
105429,2,9,7,67,4,75
112390,1,2,8,31,4,90
112391,2,1,8,31,4,4
112396,1,2,7,94,2,59
112397,2,1,7,69,6,10
112394,1,1,7,69,6,10
112395,0,1,7,33,6,78
106689,1,1004,8,37,2,59
106685,1,1,7,96,2,28
106684,3,206,7,25,6,9
106687,2,1005,8,8,5,82
106686,2,7,3,45,6,45
106680,1,540,7,59,6,9
106683,1,540,8,8,5,85
2641101,1,5,7,25,6,9
104112,0,1,7,37,6,75
99025,0,52,7,59,6,9
99024,0,21,7,59,6,9
99027,0,50,7,96,6,96
99026,3,3,8,91,4,55
99021,3,41,7,78,6,12
99020,2,1,7,83,6,0
99023,2,9,7,96,6,96
99022,0,10,8,21,5,25
99029,2,1,7,83,6,0
99028,2,1,3,32,8,42
107480,1,5,7,94,6,1
107481,1,2,7,73,2,59
107482,2,68,7,96,6,96
107483,1,2,8,71,5,90
107484,1,5,7,69,2,10
107485,2,68,7,55,6,21
107486,1,2,8,91,4,55
107487,1,2,7,11,6,74
107488,1,2,3,73,6,40
107489,1,5,7,94,2,59
109938,0,52,7,94,5,59
109939,1,5,7,25,2,59
109936,1,2,8,91,4,55
109937,0,52,8,91,4,55
109934,1,1,7,59,6,9
109935,1,2,7,21,6,96
109932,1,5,7,52,6,33
109933,2,30,7,21,6,1
109930,1,5,8,94,2,80
109931,1,30,4,37,5,28
107159,2,1,7,88,6,57
107150,0,12,1,73,6,40
107151,0,84,7,25,6,0
112024,1,2,8,31,4,90
112025,2,1,7,83,6,0
112026,0,1,9,11,9,74
112027,1,5,7,96,6,96
112020,2,0,7,96,6,96
112021,0,21,8,63,2,64
112022,2,1,9,10,9,76
112023,126,2264,1,63,0,17
112028,0,21,7,96,6,28
112029,0,12,8,31,4,4
88508,126,2264,8,90,4,61
88509,126,2264,7,59,6,9
109680,2,30,1,58,0,17
109681,1,5,8,31,5,90
109682,1,2,7,78,6,30
109683,1,2,9,11,9,93
109684,1,5,7,7,2,60
109685,31,1,1,58,0,17
88506,1,5,1,58,0,17
109687,1,5,7,69,6,10
108085,0,12,6,9,0,47
108084,1,2,3,32,0,47
108083,2,68,7,37,2,59
108089,1,5,8,7,2,60
108088,1,5,7,25,6,1
182991,1,2,7,52,2,33
182990,1,5,7,59,6,9
182992,1,2,7,4,6,1
103290,1,3,3,63,6,64
799988,1,2,7,52,2,33
100689,1,12,8,5,2,80
100688,0,3,7,59,6,9
799989,1,2,8,90,5,61
100683,0,3,7,33,6,78
100682,1,1,7,59,6,9
100681,2,432,7,52,6,75
100680,2,3,8,8,5,85
100687,2,9,7,73,6,40
100686,1,2,7,37,6,75
100685,1,83,7,96,2,28
108339,0,10,7,59,6,9
108338,81,1,3,65,3,49
108337,2,7,8,31,4,4
108336,1,1,7,71,5,81
108335,1,2,7,96,6,28
108334,1,5,8,31,4,4
108333,1,1,7,95,6,12
108332,1,5,7,59,2,9
108331,1,5,7,57,6,9
108330,2,30,6,50,8,31
91375,0,3,8,31,4,4
103485,126,2264,7,50,6,31
103486,1,5,7,60,6,58
103487,2,5,7,83,2,60
103480,2,7,7,37,2,59
103481,1,5,8,8,2,85
103482,2,91,7,59,6,13
103483,2,0,3,81,8,73
103488,0,21,1,90,5,61
103489,2,13,7,25,2,43
87880,0,576,8,94,2,61
87881,3,1,7,78,6,30
87882,0,1008,7,37,6,75
87883,2,1009,7,60,6,58
87884,0,12,7,21,6,25
87885,1,12,7,87,6,79
87886,0,52,8,90,4,55
87887,2,127,8,64,4,4
87888,2,562,7,59,6,9
87889,0,7,7,4,6,9
95085,2,25,1,87,0,79
95084,0,3,7,37,2,73
99799,0,36,8,8,4,90
99798,0,12,7,7,2,60
97813,2,25,7,4,6,98
103296,0,12,7,18,6,9
86829,2,14,3,39,8,53
86828,2,13,8,91,4,55
86821,2,80,8,92,6,61
86820,0,3,7,59,6,9
86823,3,1011,7,59,6,9
86822,126,2264,7,74,6,60
86825,3,1012,8,90,4,61
86824,2,237,7,39,6,53
86827,2,822,7,7,2,60
86826,126,2264,8,5,4,4
95089,0,105,7,79,2,70
95088,2,13,7,59,6,9
99795,0,12,7,5,5,75
95628,0,50,7,52,2,33
105011,2,30,7,27,2,14
105010,2,1,7,63,2,64
105013,2,30,7,21,6,25
105012,1,5,7,59,2,9
105015,0,2,8,8,2,12
105014,1,5,7,70,2,80
105017,0,10,8,64,4,59
105016,0,10,8,5,2,80
105019,0,21,3,23,6,18
105018,1,1,7,4,6,98
4023631,0,3,7,4,6,9
4023639,0,3,7,59,6,1
87066,126,2264,8,71,4,81
87067,3,519,8,31,4,4
87064,126,2264,7,70,2,80
87065,2,290,7,70,2,21
87062,126,2264,8,8,5,85
87063,126,2264,7,37,2,33
87060,126,2264,1,87,0,79
87061,2,677,1,87,0,79
94930,2,102,9,9,9,47
122260,2,2,7,52,6,33
122263,0,1,7,94,6,61
94933,1,30,7,68,2,24
122265,1,2,7,60,6,58
94935,0,1,7,60,6,58
87068,126,2264,7,21,6,25
87069,2,44,7,68,2,24
118501,1,5,8,8,5,85
118500,2,1,8,31,5,90
118503,1,5,8,90,2,61
118502,0,1,7,59,6,9
118505,1,2,7,43,6,5
118504,1,1,7,25,6,24
118507,1,2,8,5,2,80
118506,1,1,7,59,6,9
118509,1,2,8,92,5,12
110732,1,1017,7,18,6,66
110733,1,5,7,59,6,9
110730,1,1,7,59,6,9
110731,1,2,7,4,6,9
110736,1,1,7,67,6,75
110737,1,1,3,30,8,20
110734,1,52,3,48,6,71
110735,1,250,1,80,0,99
110738,0,52,7,37,6,75
110739,0,1018,7,66,0,6
96398,2,1852,8,37,2,12
96399,2,1,7,59,6,75
94298,2,588,7,37,6,98
96392,2,427,7,70,2,80
96393,2,427,4,54,7,36
96390,1,2,7,25,2,59
96391,2,146,9,41,9,93
96396,0,3,7,94,6,1
96397,0,52,7,60,6,58
96394,0,12,7,60,6,43
96395,126,2264,1,33,6,78
110088,1,5,7,92,6,61
110089,1,2,7,37,2,59
110085,1,5,8,7,2,60
110086,1,68,7,59,6,98
110087,1,2,7,7,6,60
110080,1,2,8,91,4,55
110081,1,2,7,21,5,25
110082,1,1019,7,21,6,1
149288,2,68,8,31,4,4
149289,2,1,8,90,4,4
149285,1,2,7,48,6,61
149287,1,2,7,91,4,55
96640,0,1,8,8,5,85
96641,0,9,7,73,6,40
96642,2,1020,7,7,5,80
96643,2,1021,8,7,5,12
96644,2,232,7,94,2,59
96645,3,89,8,37,5,12
96646,2,2,7,21,6,25
96647,2,13,7,52,6,33
96648,2,242,7,7,2,60
96649,0,1,7,0,6,83
97513,0,352,8,71,4,81
97512,0,3,4,63,1,64
97511,0,12,8,71,4,81
97510,2,818,8,5,4,71
97517,2,1022,7,59,6,9
97516,2,7,7,25,6,60
97515,2,189,7,4,6,9
97514,2,237,7,92,6,61
97519,0,1023,7,73,6,40
97518,0,3,7,60,2,58
118084,2,1,8,90,2,80
118085,1,5,7,68,6,24
102539,0,12,3,95,8,23
102538,0,3,8,47,5,35
118080,0,12,7,37,2,60
118081,0,1,8,94,2,80
118082,2,1,8,8,5,85
118083,2,11,7,79,2,70
102533,2,13,7,7,2,80
102532,2,1024,8,90,2,80
102531,0,3,3,63,6,64
102530,3,2,7,8,6,12
102537,2,1,7,25,6,33
102536,82,21,8,48,5,71
102535,126,2264,8,31,4,4
102534,0,1025,8,52,4,55
95609,2,50,1,58,0,17
95608,2,3,7,60,6,58
95601,0,3,8,91,4,55
95600,0,215,7,7,2,60
95603,0,3,3,23,3,18
95602,0,3,9,11,9,74
95605,1,3,7,21,6,25
95604,2,7,1,97,0,22
95607,0,700,3,48,6,71
95606,0,3,8,92,5,12
112622,1,2,0,51,3,56
112623,2,68,7,7,2,60
112620,1,2,9,41,9,93
112621,2,0,0,22,3,14
112626,1,5,7,33,6,78
112627,1,5,7,96,6,96
112624,0,52,7,52,6,33
112625,1,1,7,21,6,25
112628,2,1,7,52,2,33
112629,1,59,7,60,2,58
92558,0,3,7,37,2,61
107019,1,1026,7,25,6,9
107018,1,2,7,83,6,0
107013,2,30,9,11,6,74
92551,126,2264,7,69,6,10
107011,2,1,7,52,6,33
814956,1,2,7,59,6,9
107017,2,68,7,37,2,59
92555,126,2264,7,33,6,78
92556,126,2264,3,27,2,14
107014,1,2,7,96,6,28
3217227,126,2264,7,69,6,10
96025,2,13,7,21,6,25
3217228,126,2264,7,90,2,61
91609,2,97,8,94,2,12
91608,3,288,6,9,0,47
106948,2,68,7,59,6,9
106949,2,1,8,8,5,82
91605,2,452,7,21,6,25
91604,2,42,7,69,6,10
91607,2,7,3,39,8,53
106945,1,5,1,28,0,41
91601,2,17,3,47,8,98
91600,2,9,1,9,0,47
91603,2,427,7,96,6,28
91602,2,42,7,83,6,98
90673,2,141,9,11,6,74
93608,0,1,7,69,8,9
111723,1,3,7,25,6,9
90672,0,1,8,31,4,90
93603,2,141,8,90,4,61
93602,0,22,3,63,6,64
93601,1,2,3,27,6,14
93600,1,2,7,7,2,59
93607,0,2,7,7,2,60
93606,2,115,7,5,5,9
93605,2,51,7,7,2,43
93604,126,2264,7,78,2,30
90670,2,1247,7,52,2,33
90677,0,984,3,70,2,80
90676,109,1372,7,7,2,60
90675,2,1642,8,64,4,4
90674,3,162,7,21,6,25
104092,2,37,7,21,6,25
104093,2,13,7,59,6,9
104090,0,50,7,94,2,59
104091,3,204,8,94,2,59
104096,2,1,7,88,6,57
104097,1,5,7,21,6,25
104094,2,1,7,7,2,59
104095,2,1,7,7,6,59
104098,1,30,8,67,4,4
104099,0,21,7,7,2,60
90679,2,1032,7,5,5,12
90678,3,1495,8,8,5,12
2644672,0,21,7,25,2,9
2644673,2,1,9,10,9,76
205788,1,2,8,8,2,85
205789,1,5,7,25,6,1
800859,2,1,7,33,6,75
800858,1,2,8,31,4,4
104359,1,1,8,31,4,55
104358,34,68,8,92,5,61
104636,2,68,7,59,6,9
104637,1,1,7,59,6,59
104634,1,3,7,37,2,59
104635,2,68,7,68,6,24
104632,2,664,8,91,4,55
104633,3,28,8,64,4,90
104630,2,68,8,91,4,55
104631,2,2,8,91,4,55
104638,2,1,8,91,4,55
104639,0,68,7,70,2,80
104355,1,2,7,21,6,25
104354,2,90,8,70,2,80
93014,126,2264,7,52,2,33
105323,1,5,7,70,2,80
105322,1,1,7,60,6,58
105321,0,52,8,90,4,4
105320,2,259,8,97,4,22
105327,0,21,1,97,0,22
105326,1,5,8,91,4,55
105325,126,2264,8,90,4,4
105324,1,2,1,97,0,22
93012,2,20,8,79,4,70
105329,2,1,7,67,6,61
105328,0,1033,8,90,4,61
96061,0,48,7,18,6,92
104353,1,1,8,94,5,28
93011,0,1,1,58,0,17
84808,126,2264,1,57,0,0
107041,2,21,7,63,6,64
84779,126,2264,7,94,5,12
84778,126,2264,7,37,2,61
84777,126,2264,8,8,5,12
84776,126,2264,8,31,4,4
84775,126,2264,8,91,4,55
84774,126,2264,7,21,6,1
84773,126,2264,1,97,0,22
84772,126,2264,1,58,5,17
84771,126,2264,7,96,2,28
84770,126,2264,7,25,6,1
108984,1,1,7,7,2,59
108985,1,5,7,37,5,12
108986,2,30,8,42,2,21
108987,1,1,7,37,2,59
108980,1,5,7,96,2,28
108981,126,2264,7,60,6,58
108982,2,30,7,21,6,96
108983,2,7,7,70,5,21
108988,1,5,7,63,6,64
108989,1,5,8,8,5,12
91623,0,105,9,11,9,62
91622,7,5,6,95,6,23
106962,1,2,3,68,8,70
106161,0,10,7,21,6,25
106162,1,5,7,25,2,24
106163,1,2,3,50,6,31
106164,1,2,8,92,2,61
106165,126,2264,3,83,5,0
106166,2,30,8,70,2,21
106167,1,30,7,7,2,59
106168,1,30,7,21,6,96
106169,2,664,8,31,4,4
106965,1,5,7,18,8,92
102670,0,21,7,7,2,59
102671,2,154,8,8,5,12
102672,17,2,8,94,2,61
102673,0,1,7,57,6,9
102674,2,1037,8,8,5,82
102675,2,1,3,73,2,40
102677,2,67,7,4,6,9
102678,0,12,7,25,6,74
102679,0,52,7,59,6,75
106967,1,5,7,60,6,58
1446374,126,2264,1,97,0,22
85914,126,2264,7,52,6,33
85915,2,13,7,57,2,59
85916,2,1038,8,7,5,12
85917,126,2264,7,25,6,1
85910,126,2264,3,45,6,45
85911,2,668,3,81,2,73
85912,126,2264,7,65,6,49
85913,126,2264,7,52,2,96
89060,126,2264,7,52,6,33
89061,126,2264,8,79,5,60
89062,1,2,7,59,6,1
89063,126,2264,7,59,6,75
85918,126,2264,7,37,6,82
85919,126,2264,7,52,2,33
89066,3,352,8,64,4,4
89067,126,2264,0,22,3,14
103079,2,76,7,59,5,75
87459,126,2264,8,71,4,81
87458,2,234,8,91,4,55
109767,1,2,7,4,6,18
87456,126,2264,0,54,3,36
109765,2,68,8,91,4,55
87454,126,2264,7,52,6,33
109763,2,1,1,58,0,17
87452,126,2264,3,95,6,23
109761,1,1,8,31,4,4
109760,1,5,9,11,9,74
108852,1,5,7,83,6,0
108853,1,5,7,52,6,33
108850,1,83,7,94,2,59
103695,0,12,1,58,0,17
103694,1,2,1,58,0,17
103697,1,1,7,7,2,59
103696,0,1,1,66,0,6
103691,1,1,0,3,6,19
103690,1,2,7,7,2,59
103693,0,21,7,25,6,59
103692,1,1,7,37,2,59
108856,1,5,3,45,6,45
103699,1,259,8,67,5,82
103698,0,3,7,79,2,70
89973,2,434,7,60,6,58
88339,2,290,7,94,6,75
88338,126,2264,7,37,2,59
108854,1,83,8,91,4,55
88333,0,131,3,50,8,31
88332,2,127,3,39,8,53
88331,126,2264,7,87,0,79
108855,1,5,7,37,2,24
88337,3,2,8,90,4,61
88336,0,12,8,91,4,55
88335,126,2264,7,33,6,78
88334,0,52,7,7,2,60
100528,0,52,7,25,6,33
100529,2,44,7,7,2,24
100526,2,9,7,37,2,61
100527,2,76,7,21,6,25
100524,126,2264,0,44,5,8
100525,0,33,3,81,2,73
100522,0,35,7,52,2,33
100523,0,12,7,21,6,1
100520,2,304,7,7,2,59
100521,2,44,7,21,6,25
1508927,0,3,7,25,9,24
86328,126,2264,7,83,6,0
86329,2,1040,8,64,5,90
86326,2,1041,7,25,2,80
86327,3,972,8,70,2,21
86324,0,22,8,64,4,90
86325,2,1,7,48,5,71
86322,2,128,7,7,2,59
86323,126,2264,7,37,6,9
86320,2,13,7,68,2,24
86321,2,1,8,90,2,61
90408,2,40,7,70,2,21
90409,126,2264,7,63,2,64
90400,2,9,3,83,6,0
90401,16,142,7,7,6,59
90402,2,204,8,31,4,4
90404,2,1,9,39,9,53
90405,2,935,1,80,0,82
90406,2,1043,0,3,6,19
90407,0,520,7,21,2,25
101699,1,1044,8,90,2,80
101698,0,1,8,59,5,90
101697,0,10,8,7,2,43
101696,2,30,7,37,2,59
101695,2,2,7,8,5,12
101694,0,1,8,63,4,64
101690,0,203,8,64,4,90
101349,0,415,7,21,6,25
101348,2,13,8,64,4,90
101341,1,3,7,69,6,10
101340,1,3,7,68,2,24
101343,2,44,7,37,6,13
101342,2,1,7,37,5,13
101345,2,44,7,59,2,75
101344,2,292,7,60,6,58
101347,0,12,7,83,6,0
101346,2,7,7,7,2,60
2365229,0,12,7,57,6,75
91552,3,1459,3,27,8,60
85147,126,2264,7,59,6,9
85146,126,2264,7,70,2,80
85145,2,1045,7,52,6,33
85144,126,2264,7,47,2,84
85143,126,2264,8,52,4,33
85142,126,2264,7,7,2,60
85141,0,3,0,3,6,19
85140,126,2264,7,37,2,12
85149,3,1046,6,33,2,78
85148,126,2264,7,83,2,0
134729,1,83,7,96,6,28
134728,1,1,8,21,2,25
134727,0,11,7,21,2,25
134726,85,1047,7,83,2,0
134725,1,2,7,96,2,28
134724,1,2,7,7,2,59
134723,1,2,8,7,5,60
134722,2,1,8,7,4,59
97999,86,1048,7,52,6,33
97998,2,146,8,8,5,12
97997,2,30,7,96,2,28
97996,0,1,8,5,5,70
97995,0,1,3,87,0,84
97994,126,2264,3,39,8,53
97993,0,5,7,81,2,73
97992,0,1,7,73,2,40
97991,3,1049,7,52,6,33
97990,0,47,8,48,2,71
1639543,1,1,7,69,6,10
103291,0,12,7,25,6,1
109456,2,1,7,59,6,24
94879,126,2264,7,21,6,25
94878,126,2264,1,58,0,17
94875,1,7,7,21,6,1
94874,2,13,8,70,2,21
94877,3,1051,3,63,6,64
94876,1,1,8,21,5,12
94871,0,105,1,58,0,17
94870,3,680,7,25,1,24
94873,0,12,7,21,6,25
94872,0,12,8,8,5,90
2421008,2,14,7,33,6,78
1216059,2,13,1,80,0,82
111657,1,2,7,73,2,40
111658,1,5,8,97,5,61
111659,2,1,7,88,6,57
95838,0,892,7,69,6,10
95839,0,105,8,8,5,85
95832,0,1053,7,21,6,96
95833,0,22,1,58,0,17
95830,1,1,8,90,4,4
95831,0,105,7,7,2,59
95836,2,414,7,57,6,9
95837,126,2264,1,97,5,22
95834,2,9,7,60,6,58
95835,126,2264,7,25,6,43
89503,2,44,8,31,4,4
89502,51,305,7,59,6,9
89501,15,737,7,59,6,9
89500,0,105,8,37,5,12
89507,2,388,7,59,6,9
89506,0,3,7,74,6,24
89505,0,1,7,25,6,1
89504,2,113,7,59,6,9
89509,3,581,7,59,6,9
89508,2,1054,7,59,6,9
2656036,0,22,8,90,2,61
110299,1,3,7,59,6,9
110298,1,2,7,60,6,58
110295,0,36,7,33,6,78
110294,0,131,7,88,6,57
110297,0,12,8,91,4,55
