,km,mod,wt
97115,18,0,36
97114,29,0,36
97113,28,2,1176
97112,29,2,159
97111,17,2,50
97110,17,2,427
100580,4,0,3
100582,22,2,935
100583,12,2,607
100584,4,2,76
100585,8,0,35
100586,18,2,7
100587,3,0,12
100588,17,0,12
91064,3,1,2
91067,17,3,692
91066,17,2,434
88067,3,126,2264
88066,28,126,2264
88065,12,2,44
88064,12,2,650
88063,3,0,520
88062,17,126,2264
88061,9,1,1
88060,18,0,1
88069,17,0,1
88068,3,126,2264
100058,9,0,1
100059,10,0,1
86388,12,1,1
86389,17,0,131
86384,4,2,13
86385,4,0,36
86386,17,126,2264
86387,12,126,2264
86380,17,0,49
86381,17,2,802
86382,17,2,372
86383,15,126,2264
90468,4,2,7
90469,20,2,42
90466,4,2,129
90467,28,0,14
90464,11,2,1509
90465,17,126,2264
90462,17,2,276
90463,9,2,470
90460,9,2,1510
90461,9,126,2264
112918,12,1,1165
112919,17,2,2
112914,17,1,2
112915,17,0,1
112916,17,126,2264
112917,3,0,1511
112910,17,1,1
112911,17,2,1
112912,10,1,5
112913,17,1,1512
85125,28,126,2264
85124,17,126,2264
85127,22,126,2264
85126,17,126,2264
85121,9,1,83
85120,17,126,2264
85123,17,126,2264
85122,17,126,2264
85129,17,126,2264
85128,11,126,2264
95234,9,0,5
95235,9,2,8
95236,18,2,92
95237,17,126,2264
95230,17,0,3
95231,3,126,2264
95232,10,126,2264
95233,4,2,9
95238,17,126,2264
95239,3,0,3
2098227,17,126,2264
110185,9,2,1
110184,4,2,1
110187,12,1,1
110186,9,1,1
110181,17,2,7
110180,18,2,1
110183,4,1,1
110182,20,1,5
110189,3,1,5
110188,9,1,5
93171,9,2,13
93170,22,2,730
93173,17,2,379
93172,12,2,23
104236,12,2,25
93174,3,126,2264
93177,4,2,53
93176,17,36,1186
93179,3,2,1
93178,4,2,112
104238,4,1,1
104239,4,1,1
110238,17,0,1514
110237,28,1,2
110236,3,1,5
110235,12,1,83
110234,12,1,2
110233,22,0,1
110232,22,1,5
110231,4,1,5
110230,4,1,2
104588,4,1,5
104589,3,1,1
104585,11,1,2
104586,17,1,2
104587,12,0,12
104580,4,1,1
104582,18,2,2
1100810,17,3,1072
98141,4,2,7
98140,1,0,12
98143,1,2,189
98142,6,2,13
98145,8,0,69
98144,8,3,657
98147,28,2,76
98146,12,126,2264
98149,12,0,3
98148,9,0,3
105189,18,0,1516
105188,17,1,2
88113,11,2,9
97750,17,1,3
88111,2,126,2264
93823,2,0,19
93822,3,2,607
93821,17,126,2264
93820,15,0,1
93827,17,2,7
93826,11,23,199
93825,12,3,2
93824,9,2,414
97755,13,2,80
93829,13,2,931
93828,9,2,30
88116,17,0,1
109198,17,126,2264
88115,17,105,1321
109199,29,1,5
88114,18,126,2264
102329,9,1,3
102322,9,1,3
102323,9,2,11
102320,17,75,1
102321,17,2,44
102326,12,1,1
102327,4,2,30
102324,4,0,1517
102325,17,126,2264
112271,4,1,5
112270,17,1,1
112273,3,2,1
112272,17,2,1
112275,11,1,1
112274,3,126,2264
112277,4,1,2
112276,28,1,2
112279,4,0,12
112278,17,2,57
109195,17,2,1448
2158753,17,126,2264
1162579,17,126,2264
112491,17,0,12
112490,9,1,5
112492,17,1,1
112499,17,1,2
95441,12,0,10
103749,17,2,13
103748,18,1,2
106518,28,0,1521
106515,3,1,2
106514,9,1,5
106517,9,1,1
106516,28,2,30
103747,11,2,1
106510,9,0,30
106513,9,1,2
106512,4,1,2
111919,3,1,5
111918,12,2,1
111911,4,0,10
111910,17,2,68
111913,4,1,5
111912,9,1,3
111915,8,2,1
111914,9,1,5
111917,3,1,2
111916,12,3,41
88594,17,126,2264
109239,17,0,12
109238,28,2,1
105967,17,2,44
105966,17,1,1522
105961,4,3,1
105963,4,1,83
109235,17,1,5
109234,17,2,44
109237,17,1,2
109236,9,1,1
88593,17,1,1523
145734,4,1,2
92708,4,2,851
145736,17,0,1
145737,18,2,14
145730,12,1,5
145731,12,1,1
145732,18,1,5
145733,17,1,1
92701,17,2,30
92700,18,2,127
92703,3,0,1
92702,17,1,1
145738,17,1,5
145739,4,0,12
92707,17,15,1284
92706,17,2,439
145695,4,1,2
145694,3,1,2
92088,9,2,395
92089,28,126,2264
92086,9,36,1186
92087,13,2,13
92084,13,2,90
100370,17,0,1
92082,9,126,2264
92083,3,3,678
145699,4,2,1
92081,8,2,348
87259,17,126,2264
87258,9,2,1526
87255,17,0,736
87254,3,2,9
87257,4,126,2264
87256,17,2,738
87251,2,126,2264
87250,17,2,8
87253,13,126,2264
87252,3,126,2264
1087620,4,36,1186
626206,29,1,2
626207,17,1,1
626208,4,2,1
626209,17,1,1
108889,17,1,5
108888,4,1,2
89909,4,79,980
89908,17,3,28
89907,17,2,391
89906,9,2,19
89905,9,2,22
89904,9,0,1
89903,9,0,48
89902,17,2,260
89901,12,2,186
89900,13,0,5
86618,17,3,1527
86619,12,2,30
86612,2,0,22
86613,17,0,48
86610,17,0,556
86611,29,2,35
86616,22,0,1528
86617,3,0,22
86614,17,0,3
86615,17,0,3
3195892,17,126,2264
3195890,17,126,2264
3195891,9,126,2264
89279,12,116,1529
89278,12,2,562
96479,18,3,352
96478,22,2,13
89271,4,2,50
89270,17,2,302
89273,3,2,630
96474,1,1,1
89275,11,0,22
89274,4,0,3
89277,1,0,233
89276,4,3,1530
103260,4,0,1
103261,17,0,21
103262,3,0,12
103263,17,2,25
103264,17,2,1
103266,17,0,1
103267,4,2,1
103268,22,1,1531
103269,3,2,21
118349,3,2,30
118348,11,2,1
118343,9,2,2
118342,11,1,1
118341,11,2,1
118340,3,1,36
118347,8,2,1
118346,17,0,1
97708,9,0,12
97709,9,1,3
97706,17,114,3
97707,17,1,3
97704,4,2,1532
97705,4,2,7
97702,17,1,3
97703,13,2,352
97700,8,2,352
97701,9,2,25
99568,17,2,13
99569,17,2,76
95416,12,126,2264
95417,17,2,7
95410,12,0,36
95411,25,126,2264
95412,17,0,3
95413,4,126,2264
99560,15,0,9
99561,17,0,1
99562,17,0,30
99563,13,0,12
95418,11,2,5
95419,17,0,1
99566,22,0,102
99567,11,2,7
107396,17,1,2
90167,4,58,1537
90166,17,2,9
90165,17,2,1538
90164,9,2,290
90163,17,2,69
90162,9,2,128
90161,9,2,13
90160,9,0,253
90169,17,126,2264
90168,17,2,13
91419,11,3,820
94428,11,2,9
94429,23,0,802
94426,4,2,558
91411,17,2,90
94424,23,46,450
94425,17,1,7
94422,4,0,3
94423,11,2,588
94420,2,0,10
94421,11,0,1
93351,17,2,9
104013,17,0,131
93353,8,126,2264
111281,17,1,5
111280,11,1,83
111283,9,0,35
111282,4,1,83
111285,1,1,2
111284,10,1,2
111287,1,2,1
111286,1,1,2
111289,9,1,2
104016,17,1,2
93354,17,2,1
104014,4,1,1
104015,22,1,2
110884,9,0,1
110885,4,1,5
92149,3,3,678
110887,17,2,30
110880,9,0,12
110881,8,1,1
110882,11,1,83
110883,17,2,1
92143,17,3,2
92142,17,0,12
92141,17,2,19
92140,9,2,414
92147,4,2,7
92146,4,0,420
92145,9,0,22
92144,4,126,2264
111425,4,1,2
111424,8,1,2
111427,17,1,2
111426,4,2,1
111421,28,0,1539
111420,4,1,1
111423,12,1,83
111422,3,0,1540
111429,9,2,13
4022763,22,0,22
107952,17,1,2
107953,12,1,5
107950,12,1,5
107951,17,1,2
107956,12,0,287
107957,3,1,2
107954,17,1,59
107955,8,1,5
85295,8,126,2264
104221,9,2,68
104220,25,2,1
99911,11,1,2
99913,17,2,7
99912,9,3,657
99915,22,3,360
99914,3,0,69
99917,17,126,2264
99916,17,0,1
99919,17,0,12
99918,17,2,469
96136,4,2,0
96134,17,2,25
96135,9,3,35
96132,8,120,1764
802399,3,0,1
96130,4,1,1
96131,17,126,2264
96138,4,2,13
96139,4,0,12
854177,4,2,1
106335,9,1,2
106334,2,2,30
106336,4,2,68
106331,17,1,1543
106330,17,1,5
106333,18,1,5
106332,11,1,2
102829,11,117,1544
102828,12,0,1545
102825,4,2,1
217703,4,1,83
102827,4,0,22
102826,18,1,1
102821,12,1,5
102820,17,0,12
102823,12,1,1
217702,13,2,30
104799,17,2,68
104798,12,2,68
104795,13,2,1
104794,13,2,30
104797,17,0,12
104796,12,1,5
104791,17,2,68
104790,12,1,5
104793,17,1,5
104792,4,1,5
105448,4,1,2
105449,4,1,2
105442,4,2,1
105443,3,2,1
105440,29,1,2
105441,29,2,1
105446,2,2,1546
105447,21,2,1
105444,17,2,68
105445,17,2,204
102797,18,0,12
102796,9,1,2
102795,17,1,1
102794,4,1,1
102793,22,3,702
102792,12,0,1
102791,17,0,35
102790,17,2,76
102799,3,2,13
102798,17,2,102
802972,17,126,2264
99003,17,2,563
99001,18,2,7
99000,3,0,10
99007,9,0,52
99006,9,0,3
99005,17,2,1
99004,17,0,3
99009,17,126,2264
99008,17,0,1
109918,18,2,1
109919,17,1,1
109910,17,2,68
109911,17,0,12
109912,17,1,59
109913,17,1,68
109914,9,2,80
109915,17,0,52
109916,9,0,12
109917,4,0,36
107175,4,2,1547
107176,4,118,1548
107177,28,0,803
107170,9,1,59
107171,9,0,30
107172,4,2,631
107173,18,1,2
137750,10,0,3
84988,3,2,290
84989,17,126,2264
84980,17,126,2264
84981,4,126,2264
84982,9,126,2264
84983,13,126,2264
84984,12,126,2264
84985,12,126,2264
84986,17,126,2264
84987,4,126,2264
108359,18,0,52
108358,9,1,5
108351,4,2,30
108350,17,0,1
108353,9,1,59
815689,17,2,1
91353,22,2,53
106491,17,0,1
106492,12,2,30
106493,9,0,10
91357,18,2,51
91356,3,0,48
91355,9,2,40
91354,4,2,13
106498,17,1,5
106499,17,2,68
91359,13,2,9
91358,18,0,12
103462,3,2,2
103463,4,3,2
103460,4,1,5
103461,2,1,2
104304,17,1,5
87868,17,0,1
87869,18,0,36
87866,3,0,131
87867,12,126,2264
87864,11,0,105
87865,17,2,90
87862,17,126,2264
87863,6,2,139
87860,8,126,2264
87861,8,3,1550
109006,28,2,1551
109007,17,1,5
109004,4,1,5
109005,17,1,5
109008,3,1,5
109009,9,1,5
87440,12,126,2264
109713,17,1,5
87442,22,126,2264
87443,4,126,2264
109716,13,2,30
109717,17,1,2
87446,17,2,1553
87447,9,2,1554
855656,4,2,1
86807,28,0,22
86806,8,2,30
86805,12,2,1556
86804,17,2,30
86803,17,126,2264
86802,17,0,1557
86801,4,2,13
86800,3,71,823
86809,12,3,1558
86808,4,0,12
85576,9,2,13
85577,9,2,13
85574,28,2,102
85575,9,2,9
85572,17,2,996
85573,13,2,7
85570,2,15,1000
96717,13,0,1
96714,13,3,35
85578,3,79,1559
85579,3,2,1336
96715,3,2,1
96712,4,0,3
96713,3,3,41
96710,4,0,3
96711,4,2,1108
88326,9,2,2
122243,18,1,2
122242,13,2,1
122241,4,1,2
122240,4,126,2264
122247,17,2,1561
122246,4,0,1
122245,23,2,1
122244,9,2,1
122249,18,1,2
122248,18,2,68
87048,11,2,380
87049,13,2,31
87044,17,65,1562
87045,17,0,1563
87046,17,0,1564
87047,17,0,15
87040,18,0,50
87041,18,2,230
87042,4,3,62
87043,18,3,939
86103,4,2,1196
213842,9,1,2
110718,11,1,1
110719,17,1,83
110714,18,1,2
110715,13,2,1
110716,17,2,1
110717,9,0,1
110710,17,126,2264
110711,4,1,2
110712,17,2,1
110713,4,2,68
184314,17,2,1
94248,17,3,1566
94249,17,0,52
94246,20,0,1154
94247,20,1,1155
94244,9,0,105
94245,9,0,105
94242,17,2,13
94243,9,0,52
94240,12,126,2264
94241,12,126,2264
97579,18,0,352
97578,28,0,52
97571,9,0,1567
97570,15,2,206
97573,4,0,105
97572,17,0,105
97575,2,3,1
97574,12,0,3
97577,4,1,2
97576,8,0,1
118068,4,48,1568
118069,18,2,1
118066,3,1,83
118067,17,1,2
118064,9,126,2264
118065,9,1,2
118062,3,0,3
118063,3,1,2
118060,10,1,5
118061,9,1,5
99249,25,126,2264
99248,17,2,475
99245,17,17,130
99244,11,2,130
99247,9,2,567
99246,6,2,567
99241,22,0,12
99240,17,0,2
99243,29,0,724
99242,12,0,12
95599,17,0,9
95598,17,0,12
95591,12,0,52
95590,12,2,90
95593,17,2,9
95592,18,2,613
95595,4,2,50
95594,3,2,29
95597,22,2,51
95596,4,2,40
95627,4,0,12
95626,4,2,51
95625,4,2,189
95624,11,2,2
95623,28,2,13
95622,17,0,47
95621,3,0,625
95620,9,0,700
99793,4,2,30
99792,4,3,1569
99791,4,0,36
99790,9,1,3
99796,4,1,5
95629,4,0,52
99794,3,0,21
112608,17,1,83
112609,9,2,44
112604,11,1,2
112605,18,1,1
112606,11,1,5
112607,9,1,5
112600,4,1,2
112601,17,1,2
112602,17,0,131
112603,17,1,2
1390946,9,126,2264
106968,4,1,5
106969,17,2,0
91629,9,2,90
91628,17,2,141
106960,17,0,1
106961,9,1,59
91621,4,2,441
106963,4,1,2
91627,8,2,13
91626,4,8,364
106966,17,1,3
91624,17,126,2264
93661,13,3,232
93660,17,126,2264
93663,4,0,22
93662,9,0,156
93665,12,1,1
93664,4,0,10
93667,18,0,22
93669,13,0,3
93668,13,126,2264
94484,20,2,7
91477,17,0,3
91474,10,3,174
91475,4,2,338
91472,4,0,3
91470,11,3,2
91471,17,2,100
92058,2,2,127
93085,3,126,2264
93084,18,3,397
93087,9,2,234
93086,13,2,7
93080,4,2,35
93083,2,2,141
93082,4,1,2
93089,9,0,1572
93088,17,3,28
90718,18,2,13
90719,18,2,13
104610,12,1,3
99928,12,3,525
104612,17,2,14
104613,9,0,10
104614,2,0,21
104615,12,1,1
104616,9,2,1
99929,17,0,1
104619,22,2,13
90714,11,2,1
90715,9,2,228
90716,18,2,398
90717,8,1,2
90710,15,2,9
90711,13,2,13
90712,4,2,1911
1436323,4,0,1573
90713,4,2,1
104915,4,2,30
108068,17,2,68
118118,17,1,5
118119,12,0,1
96169,28,2,76
3212516,2,126,2264
3212515,9,126,2264
3212514,17,126,2264
108968,2,1,1
108969,9,0,1
108966,13,1,83
108967,11,1,83
108964,11,2,1
108965,12,1,5
108962,9,1,1
108963,4,2,68
108960,9,1,1
108961,3,1,68
104430,28,2,68
106862,18,1,2
96160,23,2,3
104432,4,1,2
106108,13,1,83
106109,13,1,2
106102,23,0,346
106103,9,0,21
106100,17,0,229
106101,17,0,346
106106,4,0,1
106107,4,1,2
106104,2,0,10
104435,4,1,1
102618,13,2,13
102619,3,0,12
102612,17,0,12
102613,17,0,36
102610,17,2,30
102611,4,2,76
102616,17,0,12
102617,17,0,50
102614,20,1,3
102615,17,0,1
112165,18,1,2
112164,11,126,2264
112167,4,0,12
112166,9,1,1
112161,9,2,2
112160,4,126,2264
112163,9,2,1
112162,4,1,5
112169,9,0,1
112168,18,1,2
111226,11,1,5
85970,9,126,2264
85971,18,126,2264
85976,18,126,2264
85977,17,126,2264
85975,17,126,2264
103053,17,2,13
103052,9,2,40
103051,17,0,3
103050,9,1,2
103054,4,0,12
1209948,17,126,2264
109708,12,1,5
109701,9,1,2
109700,17,2,44
109703,13,1,1
109702,9,2,1
109705,17,2,1
109704,17,2,1
109707,23,1,1
109706,6,1,1
3189406,1,126,2264
88351,2,0,36
88350,9,126,2264
88353,9,3,1096
88352,9,2,1097
88355,10,126,2264
88354,9,126,2264
88357,9,2,558
88356,13,2,2
88359,17,126,2264
88358,18,2,128
100508,28,0,1577
100509,23,0,3
100500,17,0,10
100501,17,2,13
100502,18,2,7
100503,9,3,1579
100504,12,0,1
100505,22,0,36
100506,17,2,1
100507,17,0,1
86304,2,2,825
86305,17,126,2264
86306,12,126,2264
86307,18,1,22
86300,12,2,1580
86301,17,3,62
86302,17,126,2264
86303,18,126,2264
86308,17,1,2
86309,11,3,284
91397,9,2,13
106455,9,1,2
101363,9,0,407
101362,9,0,35
101361,13,0,10
101360,4,0,1
101367,9,0,21
101366,9,0,21
101365,28,0,3
101364,9,0,3
91393,4,2,90
101369,9,1,2
101368,17,4,550
106451,17,1,2
106452,2,2,30
91390,20,0,52
134749,20,2,1
134748,12,1,2
134741,12,1,1
134740,9,1,2
134743,4,1,5
134742,3,2,0
134745,13,1,1
134744,4,2,1
134747,9,1,5
134746,9,1,83
94859,17,0,3
94858,28,1,2
94853,17,2,302
94852,28,0,1585
94851,4,2,65
94850,11,0,13
94857,18,2,7
94856,9,2,1
94855,9,1,3
94854,17,0,50
111678,17,2,1
111679,1,1,5
111674,6,0,1
111675,0,2,1
111676,22,0,1
111677,9,2,30
111670,22,2,1587
111671,22,1,5
111672,3,0,1
111673,13,2,68
110109,12,1,2
110108,28,1,1
105068,9,2,1375
110105,4,1,5
110104,3,1,1
110107,11,1,5
110106,10,1,1
110101,9,2,1
110100,17,1,83
110103,4,1,5
110102,4,31,1
89569,17,0,3
89568,4,2,204
89561,28,2,1589
89560,17,0,1085
89563,9,3,525
89562,17,2,144
89565,13,0,253
89564,17,2,13
89567,9,2,7
89566,12,0,12
105069,2,2,1
92842,9,0,576
92843,17,2,18
92840,9,3,1591
95813,2,0,3
92846,29,2,8
92847,23,2,13
92844,3,2,95
92845,4,3,2
95818,13,0,12
95819,17,8,1110
92848,17,2,1592
92849,9,2,262
96543,4,0,50
96542,9,2,13
96541,29,126,2264
96540,9,3,2
96547,17,0,10
96546,23,0,0
96545,4,126,2264
96544,18,2,90
96548,9,2,0
105109,17,0,1
105108,17,17,163
105103,4,1,1
105102,4,1,5
105101,4,50,498
105100,9,0,1
105107,4,0,82
105106,17,2,7
105105,23,1,5
105104,4,1,1
91971,17,0,1593
91970,3,0,105
94039,12,3,41
94038,12,0,22
94031,17,3,62
94030,17,2,9
94033,17,2,1533
94032,18,3,1534
94035,9,1,2
94034,28,2,154
94037,12,2,14
94036,17,2,42
102458,9,2,25
102459,13,0,1
1521291,29,0,3
102451,2,2,742
102452,4,0,1
102453,17,2,1
102454,8,2,583
102455,17,0,1
102456,18,0,3
112348,17,1,5
112347,18,0,21
97687,9,0,36
97686,12,2,204
142900,17,1,5
142901,12,1,5
112419,18,1,1
112418,9,1,5
112415,17,2,1
88045,9,2,566
112417,22,1,5
112416,17,1,83
112413,9,1,2
88044,17,126,2264
91128,17,0,15
97681,9,2,916
91120,4,8,1594
91121,11,126,2264
91122,28,2,13
88046,3,126,2264
91124,12,2,1
91125,17,2,151
91126,9,0,3
91127,17,126,2264
3171726,9,126,2264
3171725,9,126,2264
99459,17,0,1415
99454,4,2,40
99455,9,0,69
99456,9,1,2
99457,23,0,36
99450,13,0,1595
99451,2,0,22
99452,11,0,69
99453,3,0,12
109547,8,1,2
109546,17,1,2
109542,17,1,30
109541,17,1,83
109540,8,1,2
145835,12,1,5
109549,3,1,2
109548,4,3,206
111991,18,2,68
111990,18,1,1
111992,28,1,2
798626,4,2,1
107328,12,1,59
107326,4,2,68
91788,18,79,1596
91789,12,2,79
91784,9,126,2264
91785,17,2,42
91786,13,126,2264
91787,4,2,739
91780,17,126,2264
91781,8,0,1597
91782,9,2,1598
91783,22,3,35
100115,9,0,215
107322,17,1,2
899484,9,2,68
92479,17,2,1208
92478,12,2,2
899483,4,1,2
92473,23,15,138
92472,17,3,1072
92471,12,17,2
92470,4,2,139
92477,22,0,1599
92476,17,0,1599
92475,10,2,9
92474,22,2,50
91878,2,2,3
91879,17,0,165
91872,3,2,139
91873,2,2,97
91870,4,0,12
91871,8,2,1029
91876,22,2,20
91877,9,0,48
91874,9,2,6
91875,17,0,655
107242,4,2,30
107243,17,1,5
92783,18,2,100
107241,17,1,2
92785,12,2,35
92784,9,2,187
107244,17,1,2
92786,4,0,1
92789,9,0,1293
92788,17,2,1
107248,10,1,2
107249,18,1,2
866024,11,2,2
866022,4,0,12
866023,17,1,2
2095284,28,126,2264
93788,23,2,112
93789,17,2,13
93782,18,15,840
93783,8,2,7
93780,2,0,156
93781,13,1,2
93786,17,2,150
93787,12,0,12
93784,4,2,338
93785,4,2,382
107866,17,126,2264
107864,11,0,52
107865,17,1,2
107862,23,0,84
107863,17,0,52
107868,4,1,5
107869,9,1,5
145118,9,1,2
145119,2,2,1
93430,11,0,963
93431,17,2,13
101163,23,0,35
93433,3,3,232
93434,8,3,1224
93435,3,2,19
93436,2,3,972
93437,13,0,3
93438,23,3,2
93439,17,0,48
117898,9,1,5
117899,2,1,2
117896,12,1,1
117897,9,1,2
117894,11,1,1
117895,9,1,5
117892,17,2,68
117893,9,1,2
117890,4,0,1
117891,11,2,1
85329,9,2,9
85328,12,126,2264
85327,17,126,2264
85326,12,1,2
85325,23,2,1703
85324,10,2,987
85323,9,2,664
85322,4,126,2264
85321,9,126,2264
85320,9,2,223
98260,9,0,22
98261,20,2,13
98262,12,2,76
98263,11,2,2
98265,3,0,131
98266,17,0,156
98267,11,0,3
98268,11,3,1149
98269,9,0,3
101839,17,2,76
101838,17,2,1
101837,10,2,1
101836,23,1,2
101835,4,2,259
101834,9,2,1
101833,12,1,2
101832,22,0,1
101831,17,0,10
101830,4,2,1
86564,9,2,9
86565,9,126,2264
86566,9,0,22
86567,9,126,2264
86560,9,2,196
86561,9,64,2149
86562,12,2,13
86563,2,0,22
1087846,17,0,22
1087845,17,126,2264
1087844,12,126,2264
1087843,4,1,3
1087842,22,0,12
93331,17,2,3
86692,17,2,1602
86693,4,2,274
86690,4,126,2264
86691,4,126,2264
86696,17,1,12
86697,4,126,2264
86694,28,1,13
86695,18,100,1260
86698,3,126,2264
86699,17,2,228
2621021,4,126,2264
2621022,17,2,13
1334661,10,1,2
1855348,3,0,12
93335,28,2,668
89769,23,8,326
89768,17,3,1006
89763,8,126,2264
89762,18,2,14
89761,9,2,398
89760,2,126,2264
89767,17,2,16
89766,11,15,347
89765,9,0,3
89764,18,2,825
103158,18,2,13
103159,18,2,543
103156,18,2,9
103157,22,2,1
103154,18,0,12
103155,17,0,11
103152,4,2,30
103153,9,2,68
103150,18,0,3
103151,18,0,1
1208209,18,126,2264
87778,17,1,5
87779,12,1,5
87776,2,0,13
87777,9,126,2264
87774,13,126,2264
87775,13,126,2264
87772,28,126,2264
87773,9,0,12
87770,9,121,1603
87771,11,0,22
2620778,9,0,2
2620774,2,0,1604
2620771,9,0,1
2620770,18,126,2264
89307,2,2,1
88498,17,2,1
88499,18,0,35
88492,18,126,2264
88493,4,1,5
88490,2,126,2264
88491,18,2,2
88496,23,0,189
88497,4,126,2264
88494,17,3,1607
88495,24,2,7
88140,12,126,2264
88141,12,0,22
88142,18,126,2264
88143,18,2,9
88144,13,2,17
88145,17,2,44
88146,17,2,1608
88147,2,2,115
88148,18,126,2264
88149,18,2,3
101248,18,2,14
84878,3,126,2264
84879,12,126,2264
93538,17,3,28
84874,4,126,2264
84875,13,126,2264
84876,13,126,2264
84877,2,126,2264
84870,3,126,2264
84871,9,126,2264
84872,13,126,2264
84873,11,126,2264
100719,4,0,22
100718,23,2,7
100711,4,1,83
100710,4,1,2
100713,18,0,69
100712,8,0,12
100715,4,1,1
100714,17,2,91
100717,15,0,3
100716,17,0,3
101240,4,51,305
101241,18,0,35
93533,9,126,2264
101243,12,47,510
101244,12,2,76
101245,4,2,204
101246,18,2,1
101247,12,1,2
90251,9,0,22
90250,8,2,1133
90253,18,0,22
90252,18,2,14
90255,12,0,3
90254,18,2,129
90257,18,3,1
90256,8,2,9
90259,18,2,90
90258,18,2,355
91328,17,2,228
118134,12,1,1
101446,3,1,1
101447,23,1,5
101444,4,0,12
91329,17,0,12
101442,4,2,7
101443,2,1,2
101440,22,0,21
101441,17,1,3
101448,4,0,12
101449,18,2,217
96949,9,2,86
96948,28,36,314
96947,17,1,2
96946,9,2,7
96945,4,0,1610
96944,4,0,3
96943,4,2,13
96942,10,0,50
96941,17,1,3
96940,4,1,1
111869,12,1,2
118136,12,1,2
111868,17,1,5
85046,25,126,2264
85047,9,126,2264
85044,9,126,2264
85045,9,126,2264
85042,17,126,2264
85043,17,126,2264
85040,9,126,2264
85041,17,126,2264
85048,8,126,2264
85049,9,126,2264
118137,8,1,5
102771,23,0,749
85241,23,126,2264
1087916,3,0,12
85242,3,126,2264
102777,17,0,12
102776,12,0,10
95371,12,126,2264
95370,3,126,2264
95373,3,126,2264
95372,4,126,2264
95375,3,126,2264
95374,17,0,12
95377,10,0,50
95376,17,2,62
95379,3,2,44
95378,17,0,36
110808,13,31,1
110809,17,1,2
110806,11,126,2264
110807,23,1,2
110800,18,1,2
103981,17,1,2
103980,4,2,91
109387,2,1,5
103982,11,0,12
87835,12,126,2264
109380,12,1,5
109383,18,1,1
87836,23,4,461
87838,12,4,1614
95995,12,0,5
95994,9,2,1615
95997,18,0,52
95996,18,2,14
95991,18,0,35
95990,17,0,3
95993,17,15,277
95992,13,1,2
95999,25,0,1
93232,12,0,3
93233,12,0,105
93230,17,2,40
93231,18,126,2264
93236,18,3,1616
93237,18,3,2199
118499,18,1,5
118498,18,1,3
118497,4,0,1
118496,4,1,5
118495,23,1,1617
118494,17,126,2264
118493,4,2,1
118492,9,1,2
118491,17,2,68
118490,3,1,1
110378,3,2,1
110379,12,0,52
110372,9,1,2
110373,28,1,1
110370,12,2,9
110371,18,1,2
110376,12,0,1618
110377,18,1,83
110374,18,1,2
110375,17,1,2
118149,12,2,30
118148,17,1,1
104469,9,2,30
104468,9,0,1
118141,10,1,59
118140,10,1,5
104461,18,1,2
104460,17,0,48
104467,20,1,2
104466,18,2,1
104465,9,1,1
104464,3,2,189
99368,18,2,76
118230,9,1,1
98062,18,126,2264
98063,18,0,22
98060,4,2,1
98061,17,2,7
98066,9,0,3
98067,18,1,5
98064,12,2,139
98065,4,2,13
98068,8,2,427
98069,9,1,2
93908,12,0,12
93909,10,0,233
93904,17,3,52
93905,12,0,1
93906,15,1,3
93907,15,2,13
93900,23,2,260
93901,12,2,1619
93902,9,0,50
93903,17,2,239
105739,17,1,1
105730,4,0,1
105731,4,1,83
105732,28,0,52
97262,28,2,40
105735,9,126,2264
107463,18,99,1219
1266886,10,126,2264
99088,18,1,12
107466,27,0,10
107467,10,1,5
107464,3,1,1
107465,17,1,83
99083,17,0,3
99082,15,0,22
107468,18,0,10
99080,12,1,2
99087,4,2,1
99086,17,2,213
99085,17,2,213
99084,4,2,623
112338,20,0,1621
112339,4,1,3
112335,4,1,1622
112336,9,2,13
112337,4,2,1
112330,17,1,5
112331,9,1,5
112332,4,1,2
98938,23,2,76
98939,18,2,9
98934,13,0,3
98935,13,2,13
98936,17,2,13
98937,28,0,69
98930,18,2,14
98931,4,2,3
98932,28,2,9
98933,3,0,69
108027,17,1,5
108026,4,1,2
108025,18,1,1
108024,18,1,5
108023,17,1,2
108029,8,1,5
108028,4,7,2
112590,12,1,2
112591,17,1,1
112592,17,126,2264
112593,4,1,5
112594,17,1,5
112595,17,1,83
112596,4,1,2
112597,9,2,0
112598,4,2,0
112599,12,2,30
92675,9,2,53
100185,17,0,35
100186,17,0,1
102173,4,2,7
102172,4,1,5
102171,9,2,9
102170,28,2,13
102177,23,126,2264
102176,4,2,1623
102175,17,1,3
102174,4,0,3
100180,3,2,1
100181,8,1,3
92673,4,0,22
92672,28,2,42
92679,18,0,233
106413,12,0,1
106414,17,2,68
106415,4,2,30
106416,23,2,7
106417,12,1,1
1093774,3,126,2264
109088,12,1,5
109089,12,1,5
109086,17,1,5
109087,12,1,5
109084,4,1,5
109085,17,1,5
109082,18,0,346
109083,12,1,5
109080,10,1,5
100156,10,0,1018
100154,10,2,159
100153,17,2,9
100152,17,2,1624
100151,17,2,1625
100150,2,2,2
100159,2,126,2264
100158,17,0,22
92628,2,2,1083
92629,2,3,1459
92622,2,15,277
92623,3,7,62
92620,4,0,12
92621,12,2,13
92626,4,2,86
92627,22,2,9
92624,12,2,465
92625,17,2,382
109647,10,0,3
88540,8,0,1626
88541,18,0,3
88542,20,57,594
109643,18,1,2
109648,10,1,2
