,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000
88989,2,1132,4,67,754,6,2,587
88984,126,2264,6,32,879,9,15,788
88985,126,2264,0,25,252,9,8,314
88986,126,2264,0,50,891,3,8,234
88987,126,2264,0,25,694,9,54,689
88980,2,1133,0,42,169,7,8,131
88981,2,1134,0,25,149,4,8,667
88982,126,2264,0,25,373,9,71,515
88983,2,42,0,25,459,9,8,456
110169,1,5,0,41,582,9,1,286
110168,1,1,0,30,141,3,28,47
110163,0,1135,6,9,327,9,78,637
110162,1,5,0,41,562,4,67,838
110161,1,3,0,96,454,9,79,498
110160,1,1,0,25,149,4,8,18
110167,29,255,6,15,464,9,52,231
110166,2,30,6,70,531,9,32,516
110165,31,1,6,94,584,9,35,600
110164,2,68,0,9,345,9,71,778
88678,2,13,0,25,975,9,4,13
88679,3,355,0,74,928,9,8,350
88672,2,1136,0,18,340,1,16,964
88673,0,1,0,9,840,9,78,515
88670,126,2264,0,18,340,6,16,964
88671,2,57,0,25,650,9,8,957
88676,0,48,4,8,770,6,89,743
88677,126,2264,0,96,668,9,79,546
88674,126,2264,6,94,152,9,35,280
88675,126,2264,6,15,150,9,52,468
96297,2,25,0,96,159,9,79,314
96296,1,1,6,32,879,9,15,788
96295,2,30,6,21,669,9,38,890
96294,0,35,0,19,81,3,28,40
96293,2,9,6,3,417,9,94,99
96292,82,30,6,21,246,9,25,666
96291,2,13,6,25,103,9,94,318
96290,2,1,0,96,454,9,79,898
96299,0,12,0,96,454,4,79,498
96298,2,3,7,3,536,9,14,856
97658,0,3,0,76,38,5,88,493
97659,51,1,6,3,507,9,27,113
97654,2,1,0,25,616,9,4,150
97655,3,1120,0,76,686,5,88,101
97656,1,1,6,3,507,9,27,561
97657,2,13,6,3,945,9,27,312
97650,0,69,0,25,25,9,62,431
97651,1,5,6,73,689,9,21,182
97652,2,184,6,62,584,9,35,600
97653,0,12,6,91,761,9,14,527
90929,8,1137,0,25,928,9,8,858
90928,7,1138,6,3,507,9,27,113
90923,2,100,0,25,437,7,8,732
90922,0,1,6,94,552,9,32,762
90921,2,338,6,94,552,9,32,120
90920,2,1,6,94,720,9,35,922
90927,2,502,0,25,276,9,4,626
90926,126,2264,6,32,512,9,15,32
90925,126,2264,0,25,975,4,4,13
90924,2,3,0,41,472,3,1,927
1972008,0,3,4,61,806,6,7,244
99380,0,3,0,65,135,4,8,714
99383,0,168,0,25,220,4,8,999
99384,2,9,6,3,485,9,14,764
99385,0,22,0,8,770,4,89,31
99386,0,913,4,12,698,6,40,192
99387,2,171,0,25,716,6,4,693
99388,0,135,7,84,447,1,22,872
99389,0,1,0,25,25,9,1,963
112373,1,3,0,25,968,9,8,120
118219,2,1,6,3,507,5,27,856
118218,2,13,6,94,995,9,32,301
118215,1,5,6,15,464,9,52,231
118214,1,5,0,9,373,9,78,874
118217,1,5,6,3,493,9,27,875
118216,3,567,0,30,491,3,28,243
118211,1,1,7,6,585,2,57,781
118210,1,1,0,9,321,9,78,490
118213,0,131,6,94,473,9,32,762
118212,0,36,0,35,815,2,53,271
88052,2,44,6,32,852,9,32,655
112376,2,1,6,94,217,9,32,434
88053,2,44,0,6,595,2,24,893
112377,1,2,0,25,459,9,8,456
88050,0,1139,0,29,85,9,56,725
88051,0,1140,0,12,973,6,40,963
88056,126,2264,0,90,368,3,8,52
88057,126,2264,3,35,43,2,53,500
88054,2,63,0,9,287,9,78,898
88055,0,22,6,32,879,9,15,788
95728,2,1141,0,9,545,9,71,206
95729,0,3,0,74,928,4,23,120
95722,2,29,0,25,473,7,10,274
95723,2,3,0,85,272,4,67,645
95720,2,25,0,25,650,7,8,205
95721,2,516,0,29,892,3,56,166
95726,2,204,6,15,464,9,52,231
95727,126,2264,0,41,840,9,71,515
95724,2,9,6,91,277,9,32,72
95725,126,2264,4,83,143,6,90,27
145842,2,2,0,25,373,9,4,120
86395,2,200,0,76,686,5,88,101
145843,1,2,0,25,25,5,8,530
2499371,0,22,6,3,485,9,14,764
86394,126,2264,0,25,984,9,54,176
86130,126,2264,6,3,507,9,14,856
86399,2,1,0,25,149,3,8,176
86398,1,5,6,3,485,9,14,764
86134,2,850,0,25,665,9,71,176
112479,2,44,6,21,824,9,25,349
112478,1,5,4,67,69,6,2,200
112473,0,1,0,62,189,9,33,630
112472,1,5,0,62,189,8,33,959
112471,1,2,6,3,485,9,14,840
112470,1,5,0,25,169,7,8,131
112477,1,2,5,9,169,7,78,131
112476,2,30,0,62,189,7,33,858
112475,1,83,0,62,189,9,33,959
112474,0,1,0,62,189,8,33,959
105989,2,664,0,25,219,2,71,232
107313,1,1,6,64,407,9,59,63
105983,1,5,0,62,189,9,33,959
105982,1,5,0,62,189,9,33,959
105981,1,1,0,91,927,9,44,652
105980,1,1,7,74,571,8,23,438
105987,2,44,6,91,173,9,33,652
105986,2,44,0,25,925,9,8,313
105985,2,1,4,35,451,2,66,53
105984,1,1,0,19,72,3,28,40
101990,2,44,0,25,163,9,4,498
101991,1,1,0,25,775,9,62,124
101992,0,21,0,9,345,9,71,750
101993,0,21,0,62,189,9,33,858
101994,0,21,0,41,645,3,84,458
101995,2,274,6,15,468,9,52,828
101996,2,1,0,84,610,6,22,369
101997,1,2,0,76,686,5,88,101
95324,2,25,7,74,585,2,23,781
2798228,2,1,7,74,362,2,23,961
91728,2,14,6,3,493,9,27,875
91729,2,240,6,32,642,9,82,938
106865,1,83,0,25,163,6,4,235
91727,2,448,0,73,689,9,21,182
106867,1,12,6,21,312,9,25,590
106866,126,2264,0,91,173,9,33,652
91722,2,243,0,25,373,7,8,120
91723,2,37,6,25,417,9,94,99
91720,3,1399,0,25,217,9,8,963
91721,126,2264,0,65,135,4,8,714
93764,0,131,6,25,876,9,25,688
93765,1,2,0,96,307,9,79,323
93766,1,2,0,61,550,6,7,223
93767,1,5,0,61,488,6,7,255
93760,2,14,0,25,716,9,8,667
93761,2,348,0,50,525,3,61,582
93762,2,53,4,35,815,6,66,690
93763,3,1144,6,64,53,9,35,600
93768,2,1145,0,9,373,9,78,874
93769,3,3,0,35,435,2,66,53
91894,1,2,0,55,565,7,80,416
91895,1,2,0,25,572,6,8,223
91896,2,9,4,67,143,7,98,895
91897,2,265,0,51,156,5,84,44
91890,2,1146,0,25,973,6,8,515
91891,3,1123,0,18,340,6,16,964
91892,2,13,0,96,550,6,79,223
91893,1,2,3,35,815,2,53,690
91898,2,91,0,42,169,7,8,350
91899,3,2,0,25,572,6,8,223
111353,1,2,6,21,669,9,38,890
111357,0,52,0,41,231,3,1,850
111356,1,2,6,21,669,9,38,890
111355,1,2,0,41,472,3,1,927
111354,0,36,6,91,151,9,44,19
111359,1,59,6,25,417,9,94,99
111358,2,1,6,79,74,9,14,87
93492,126,2264,0,62,189,9,33,959
93493,2,240,0,96,790,9,79,390
93490,0,62,0,79,74,9,79,87
93491,0,3,6,9,327,9,78,637
93496,2,228,0,50,891,3,8,642
93497,2,1147,7,74,928,7,23,18
93494,0,2,0,25,254,4,8,684
93495,2,9,6,91,277,9,44,426
93498,2,9,0,90,46,3,28,159
93499,0,12,0,25,779,9,4,283
1100681,2,1148,0,51,534,9,84,855
98714,0,12,4,72,968,6,98,41
98715,0,10,0,96,790,9,79,390
98716,3,1149,0,97,395,7,71,120
98717,3,567,0,73,619,9,21,824
98710,0,357,0,25,101,9,62,124
98711,2,13,0,25,176,9,4,815
98712,1,76,0,19,853,3,28,40
98713,3,1,0,19,81,3,28,795
98718,1,2,0,50,525,3,8,582
98719,0,69,0,9,101,9,62,124
100852,1,2,0,25,566,7,54,23
107805,126,2264,0,65,135,4,8,714
100850,126,2264,0,9,321,9,78,119
100851,2,69,0,9,254,9,71,515
107800,1,83,1,56,299,8,13,615
107801,1,5,0,76,165,5,88,158
100854,126,2264,0,76,165,5,88,158
107803,1,5,0,96,735,9,79,703
100858,3,934,0,25,937,9,4,358
100859,3,506,6,3,507,4,14,856
107808,2,30,0,25,874,4,8,52
107809,1,1,0,25,937,9,8,358
104575,1,2,3,6,3,2,57,353
104574,0,12,0,90,368,3,8,52
104577,0,36,6,94,552,9,32,762
104576,1,83,6,25,103,9,94,95
104571,2,1,3,35,435,2,66,53
104570,1,5,0,96,454,9,79,546
104573,0,35,7,74,809,2,72,960
104572,3,543,7,74,571,8,23,438
104579,1,2,0,62,537,7,33,829
104578,1,5,4,67,143,6,98,715
799969,2,1,6,94,271,9,32,742
101899,1,83,6,32,641,9,82,938
101898,0,3,6,21,246,9,25,155
101895,2,1,6,70,278,9,26,679
101894,0,12,6,94,915,9,32,368
101897,1,2,0,9,545,9,71,942
101896,1,5,6,94,584,9,35,600
101891,1,5,6,32,641,9,82,938
101890,1,5,0,62,189,7,33,959
101893,0,10,0,6,111,7,24,798
101892,1,59,6,91,151,9,44,19
95565,2,200,6,94,353,9,32,120
106049,2,44,6,9,417,9,94,99
106048,3,2,0,62,189,9,33,959
106047,1,2,0,25,13,9,8,530
106046,0,1,6,64,407,9,59,928
106045,2,68,0,25,856,9,8,624
106044,1,5,6,15,150,9,52,468
106043,2,30,6,32,879,9,15,32
106042,126,2264,6,94,780,9,32,928
106041,0,12,6,9,840,9,94,99
106040,2,68,6,9,417,9,94,99
1087824,126,2264,0,18,340,6,16,964
85811,3,253,6,21,380,9,38,429
85810,0,1,0,23,788,7,91,68
85813,0,156,6,94,473,9,32,762
85812,3,253,0,51,156,5,84,897
112734,1,2,0,84,610,1,22,369
85814,126,2264,1,9,545,8,71,206
85817,0,3,0,96,886,9,79,546
85816,3,332,0,87,835,9,79,703
85819,3,2,6,15,150,9,52,468
112739,0,12,0,6,595,2,24,781
103138,2,8,6,3,493,9,27,875
103139,0,12,0,62,189,9,33,959
103134,1,2,6,21,246,9,25,666
103135,2,668,6,94,552,9,32,301
103136,2,1,0,30,491,3,28,243
103137,0,12,0,50,891,3,8,234
103130,0,52,6,94,584,9,35,600
103131,2,427,0,87,796,6,8,703
103132,0,3,0,25,264,3,8,71
103133,1,1,0,19,81,3,28,660
87718,0,1,6,25,417,9,94,698
87719,2,9,6,3,327,9,78,367
87710,126,2264,0,25,650,9,8,667
87711,126,2264,6,94,271,9,32,742
87712,126,2264,6,32,512,9,15,32
87713,126,2264,6,9,373,9,14,874
87714,0,52,0,51,779,9,84,283
87715,2,13,0,76,686,5,88,101
87716,2,8,0,34,928,9,23,120
87717,126,2264,6,94,118,9,32,432
2620710,1,5,0,42,117,7,8,397
103790,0,21,0,19,899,3,28,71
103791,1,2,6,32,512,9,15,32
103792,1,2,0,90,368,3,8,52
88477,126,2264,5,37,667,7,45,93
88470,126,2264,6,9,545,9,71,593
88471,2,350,0,91,151,4,67,19
103796,1,2,0,42,169,7,8,484
88473,15,182,0,25,775,9,62,124
103798,1,5,0,96,790,9,79,390
103799,0,36,0,3,507,4,14,856
88478,0,22,6,94,281,9,32,840
88479,126,2264,0,44,97,4,5,751
100449,0,3,0,25,222,9,71,120
100448,0,1,0,12,307,9,8,323
100445,0,22,4,72,333,6,8,167
100444,3,2,0,79,74,9,79,435
100447,0,2,6,21,967,9,38,429
100446,2,1,7,74,47,9,23,94
100441,2,13,0,25,149,3,8,431
100440,0,1,6,15,207,9,52,231
100443,3,9,0,34,244,9,71,97
100442,0,1,6,15,452,9,52,51
103868,0,346,6,94,152,9,35,280
103862,2,68,6,21,967,9,38,236
103863,0,10,6,15,207,9,52,231
103860,2,1,1,9,545,8,71,778
103861,0,346,6,3,507,9,14,856
103866,51,1,0,25,459,9,14,856
103867,1,5,5,40,436,7,6,55
103864,2,1,0,25,273,9,8,862
103865,1,1,0,76,568,5,88,439
86049,2,290,6,91,647,9,44,226
86048,2,380,0,74,710,9,8,724
86043,3,380,5,25,329,7,8,940
86042,2,383,0,19,899,3,28,71
86041,2,30,5,37,498,7,45,131
86040,2,13,7,18,47,1,16,94
86047,126,2264,0,62,189,9,33,959
86046,2,1152,0,42,169,7,8,350
86045,0,1,0,25,273,9,71,333
86044,126,2264,0,96,159,7,79,940
103422,0,351,3,35,435,2,66,53
99238,2,274,6,32,642,9,82,938
91315,0,52,4,52,634,6,43,801
91313,2,13,0,8,770,7,89,31
91312,2,1153,4,12,486,6,40,246
91310,0,116,0,34,25,9,1,862
101798,2,14,0,25,273,9,8,176
101799,0,1,6,32,641,9,82,417
101792,1,3,0,51,534,9,84,855
101793,0,12,0,35,815,4,53,271
101790,2,0,0,34,244,9,1,97
101791,2,13,3,35,723,2,72,100
101796,2,7,0,34,424,9,1,613
101797,0,10,0,85,305,4,67,163
101794,2,1,0,35,18,2,66,53
101795,0,1,0,96,254,9,79,684
101424,0,1,0,25,149,6,8,862
101425,0,1,7,74,928,7,8,18
101426,2,30,0,95,290,4,8,160
101427,0,12,4,67,143,6,2,200
101420,1,1,0,25,300,9,71,778
101421,2,19,0,25,650,3,8,40
101422,0,1,0,41,12,9,1,487
101423,0,1,6,21,824,9,25,666
101428,1,1,0,93,522,6,61,531
101429,3,345,0,9,373,4,71,445
85020,126,2264,0,25,973,9,8,963
85021,126,2264,6,94,380,9,32,429
85022,126,2264,0,85,509,7,67,451
85023,126,2264,6,31,632,9,32,72
85024,126,2264,0,25,273,9,71,862
85025,126,2264,0,25,671,9,71,591
85026,126,2264,0,91,151,9,44,72
85027,126,2264,0,25,566,7,71,23
85028,126,2264,6,94,988,9,32,301
85029,126,2264,6,21,743,9,94,434
130157,2,68,6,70,531,9,26,516
104157,1,1,6,70,531,9,26,516
104156,1,5,6,70,531,9,38,429
85236,126,2264,0,25,409,9,8,349
111111,1,1,0,25,775,9,62,124
111110,1,2,0,25,25,9,8,431
111113,1,5,0,9,686,5,71,101
111112,1,2,0,25,973,6,1,204
111115,2,30,6,32,642,9,33,742
111114,1,5,6,94,986,9,32,432
111117,2,13,0,29,801,9,56,717
111116,2,13,0,78,801,9,56,717
111119,1,2,0,96,735,9,79,498
111118,2,1,0,25,273,4,8,862
110648,1,472,0,91,151,9,44,571
110649,1,5,6,15,852,9,32,51
110646,1,5,0,76,686,5,88,101
110647,1,5,0,9,101,9,62,693
110644,1,5,0,96,233,9,79,358
110645,1,2,6,94,217,9,32,434
110642,126,2264,0,41,633,9,1,286
110643,0,36,0,41,633,3,1,286
110640,1,5,0,41,633,9,1,286
110641,1,2,0,25,775,9,62,124
118439,2,44,6,94,473,9,32,828
118438,1,2,0,25,176,4,8,693
89464,2,3,0,19,853,3,28,71
118434,1,5,4,12,106,6,98,706
89466,2,51,0,76,38,5,88,493
118436,2,1,0,96,886,9,79,546
118431,0,36,0,25,394,1,4,818
118430,2,1,0,9,372,9,71,411
89462,2,97,0,9,545,9,71,952
89463,2,128,0,25,373,6,8,120
118240,1,5,0,25,26,9,8,838
118241,2,1,0,25,775,9,62,124
96486,0,3,4,67,143,4,98,895
96487,0,1,0,84,447,8,22,872
96484,2,76,0,51,534,5,84,855
96485,0,50,0,62,624,9,33,959
802408,2,1,0,34,424,9,21,406
96483,1,1,0,8,770,7,89,31
96480,1,2,0,42,169,7,8,131
96481,1,1,4,67,593,6,2,1
802400,0,1,6,32,641,9,82,938
96488,2,25,0,29,129,9,56,228
96489,0,1,0,29,129,9,56,228
118248,2,68,0,29,892,3,79,166
118249,1,83,0,41,633,3,1,188
96738,1,90,0,9,545,6,71,693
96739,2,204,6,94,852,9,32,655
96734,0,3,0,8,770,7,89,31
96735,1,3,0,25,373,9,71,120
96736,0,3,6,3,493,9,27,875
96737,2,50,0,18,837,6,16,964
96730,2,13,0,25,149,6,8,431
96731,2,668,0,72,650,6,8,706
96732,2,90,5,40,436,7,6,55
96733,0,326,0,29,489,9,56,757
97289,0,22,0,9,832,9,71,456
97288,0,21,0,41,650,3,1,188
97283,0,1,6,32,512,9,15,32
97282,2,516,6,21,31,9,38,338
97281,0,12,6,32,132,9,15,788
97280,2,13,0,91,151,9,71,571
97287,0,3,0,35,435,2,66,53
97286,1,3,4,12,441,6,40,127
97285,1,2,6,94,271,9,32,742
97284,0,3,6,3,536,9,27,312
94398,2,8,0,25,373,7,8,120
94399,1,2,4,67,143,6,98,895
94394,0,9,0,51,534,9,84,855
94395,2,51,0,25,568,9,1,439
94396,1,5,0,35,435,6,66,53
94397,2,76,6,94,740,9,64,828
94390,2,13,0,25,252,4,8,940
94391,2,1157,6,60,373,9,10,874
94392,3,1158,0,25,25,9,1,333
94393,2,7,0,3,536,9,14,856
90888,3,2,6,3,507,9,27,875
90889,8,976,6,3,507,9,27,561
90884,126,2264,0,91,928,9,8,19
90885,0,3,6,94,373,9,32,120
90886,0,3,0,73,470,9,21,182
90887,2,228,0,25,387,7,8,989
90880,0,36,6,21,246,9,25,666
90881,2,1160,6,62,35,9,33,655
90882,0,22,0,25,414,2,8,260
90883,0,3,0,41,223,3,67,274
98998,0,283,0,25,716,7,8,667
98999,1,3,0,62,624,9,33,959
98996,0,3,0,41,633,3,1,121
98997,3,1161,0,41,149,3,8,431
98994,0,3,0,62,624,9,33,959
98995,2,259,0,62,624,9,33,959
98992,0,12,0,6,722,2,57,222
98993,0,1,0,3,507,9,27,856
98990,0,22,0,91,918,8,71,685
98991,0,1,0,25,345,3,71,778
102227,126,2264,0,50,525,9,8,582
102226,0,3,0,50,525,3,71,582
102225,2,204,0,25,572,6,8,711
102224,1,3,6,15,150,9,52,191
102223,2,150,6,70,872,9,26,512
102222,0,22,6,21,328,9,38,82
102221,2,1162,6,32,642,9,82,938
102220,3,543,6,32,642,9,82,938
94642,2,40,4,67,143,6,98,895
94643,7,2,4,12,441,6,40,127
94640,2,9,0,41,840,3,8,515
94641,2,1,6,21,328,9,38,82
94646,0,12,0,12,973,9,40,963
94647,0,12,6,21,967,9,38,236
94644,0,3,6,94,584,9,35,600
94645,0,12,6,94,65,9,71,440
118390,2,2,0,19,853,3,28,71
118391,1,83,4,71,674,6,95,297
118392,2,68,0,96,454,9,79,546
118393,1,5,6,79,580,9,79,87
118394,2,68,6,32,512,9,15,32
118395,1,5,0,25,454,3,8,120
118396,1,1,6,91,995,9,32,45
118397,1,2,0,19,81,3,28,503
118398,0,21,0,25,568,9,1,286
118399,1,2,0,25,568,9,1,286
90770,2,127,0,34,254,9,1,684
90771,0,12,6,15,452,9,52,51
90776,2,1009,0,25,176,9,4,283
90777,0,1163,3,35,815,6,53,690
90774,0,22,0,62,537,4,33,829
90775,3,1164,6,21,246,9,25,302
104971,1,5,0,62,624,4,33,959
104970,1,3,6,25,989,9,32,713
104973,31,1,6,70,573,9,26,516
104972,0,13,6,10,541,9,12,103
104975,0,1,0,73,689,9,21,182
104974,1,5,0,19,72,3,28,503
112538,1,5,0,50,525,3,8,582
112539,2,1,0,19,491,3,28,243
112536,1,1,0,91,818,9,71,952
104978,1,1,0,25,417,9,94,698
112534,1,1,4,12,522,4,40,246
112535,28,250,0,6,122,2,24,609
112532,1,2,0,25,457,4,8,333
112533,1,1165,0,25,650,6,8,539
112530,1,2,3,6,288,2,24,442
112531,2,13,0,90,368,3,8,52
92666,2,1,5,45,984,7,54,176
92667,3,1167,0,87,566,7,71,23
92664,0,1,0,25,417,9,94,698
92665,2,13,0,25,991,9,94,184
137003,1,2,0,19,72,3,71,40
137002,1,2,6,92,680,8,4,881
137001,1,1,6,21,89,9,25,196
137000,1,1,0,25,101,9,62,708
137006,2,1,6,87,835,9,79,703
137005,1,5,0,90,368,3,8,52
137004,1,2,6,21,328,9,38,82
92660,0,576,0,25,731,9,8,11
100194,0,361,0,96,454,9,79,546
99649,0,12,0,51,156,5,84,897
99648,0,12,0,91,151,9,71,898
95117,2,8,0,19,633,3,1,286
95116,1,2,0,3,811,9,27,317
95111,2,9,6,94,271,9,32,742
95110,2,128,0,91,103,9,94,318
95113,2,2,6,94,584,9,35,280
95112,2,7,0,41,826,3,8,458
99641,126,2264,6,94,552,9,32,247
99643,2,13,6,21,328,9,38,82
99642,2,189,4,61,488,6,40,244
99645,3,12,6,15,464,9,52,231
99644,3,525,0,9,937,9,71,778
99647,0,724,6,94,271,9,32,742
99646,2,6,0,9,716,9,71,490
109352,1,83,0,92,680,9,4,881
2518125,3,1,4,67,754,6,2,552
109350,31,1168,4,67,754,6,2,587
109351,31,1169,6,3,507,9,27,856
1329403,0,1,0,51,534,5,84,44
91919,2,721,0,9,936,9,4,13
91918,126,2264,0,96,413,9,79,546
111254,1,5,6,94,380,9,38,429
111255,1,5,6,66,779,9,4,871
111252,1,5,7,74,506,4,23,947
111253,1,2,0,9,321,8,78,119
111250,1,2,0,74,928,4,8,18
111251,0,68,0,34,424,9,1,613
91911,0,3,0,34,424,9,1,613
91910,2,228,6,3,327,9,78,637
91913,2,1170,0,9,779,9,78,251
91912,2,1,0,25,775,9,62,124
91915,45,1346,6,94,468,9,32,762
91914,0,12,6,94,162,9,32,429
91917,2,57,0,96,566,7,79,23
91916,2,1833,6,3,493,9,27,970
107307,1,2,0,62,189,9,33,959
107306,2,9,4,72,106,6,98,706
107305,0,1,0,25,925,9,8,313
107304,2,68,0,25,936,4,8,223
107303,2,1,0,90,368,3,8,52
107302,4,550,0,25,345,9,71,431
107301,1,5,0,74,506,9,23,120
107308,2,68,7,18,47,1,16,94
145851,2,44,0,25,650,9,8,120
145850,1,1,0,30,2,3,28,526
145853,1,2,0,25,893,4,8,333
145852,1,83,0,62,189,9,33,858
145855,1,1,0,62,624,9,33,959
145854,2,1,0,9,109,9,71,406
145857,1,1,6,9,545,9,71,206
145856,1,59,6,94,852,9,32,655
145859,1,2,0,9,327,9,78,637
145858,2,1,6,21,669,9,38,890
88531,2,1,0,76,38,5,88,493
109652,1,5,0,9,327,9,78,637
88533,2,639,0,91,151,9,44,19
88532,126,2264,0,76,686,5,88,101
109657,1,5,1,91,818,8,71,328
109656,126,2264,0,84,293,1,22,34
109655,0,1257,0,25,520,9,79,230
109654,1,5,6,94,552,9,32,247
98699,0,69,0,41,149,3,8,176
98698,3,1173,3,6,722,2,24,222
98691,0,35,0,6,842,2,24,604
98693,2,13,0,25,141,3,8,526
98692,0,13,0,50,891,3,28,642
98695,2,213,6,94,271,9,32,742
98694,0,35,0,87,796,6,79,467
98697,0,135,6,94,468,9,32,762
98696,2,13,0,96,790,9,79,390
101222,1,1,6,94,163,9,32,12
101223,0,346,0,25,273,9,62,862
93515,2,7,0,91,918,8,71,685
101221,0,834,7,74,595,2,23,893
93513,2,263,0,73,470,9,21,182
93512,2,382,0,25,373,9,8,874
93511,0,105,0,62,189,9,33,959
93510,3,1,0,25,677,4,8,999
101228,2,44,0,84,890,1,22,331
101229,0,3,4,12,880,6,40,401
93519,2,9,0,42,572,6,8,223
93518,3,581,0,62,189,9,33,959
130143,1,1,0,91,151,9,44,571
130142,0,1,0,91,151,8,71,19
130141,2,30,5,23,788,7,91,68
130147,1,3,0,96,886,9,79,546
130146,1,1,4,12,522,6,49,996
130145,1,1,4,67,143,6,98,895
130144,0,12,0,25,973,4,8,147
130149,1,5,0,25,273,9,8,862
130148,2,1174,7,6,122,2,57,609
85222,126,2264,0,25,26,9,94,318
85221,126,2264,0,25,273,9,8,862
85224,126,2264,0,25,149,3,8,40
85228,126,2264,0,25,973,9,8,963
2681318,1,5,0,51,534,6,84,44
2681317,1,5,0,1,505,8,71,336
85598,126,2264,0,25,716,9,8,667
85599,126,2264,4,67,538,6,98,651
85590,2,67,0,25,254,9,8,684
85591,2,226,0,19,178,3,28,276
85592,2,7,0,25,276,4,8,626
85593,2,7,0,9,35,9,71,655
85594,2,1175,6,10,541,9,12,103
85595,1,1,0,19,81,3,28,919
85596,2,162,0,51,534,9,84,855
85597,126,2264,0,62,624,9,33,959
98527,2,7,6,94,277,9,32,12
98526,126,2264,0,10,541,9,12,103
98525,0,3,0,42,712,7,8,36
98524,1,3,0,25,322,9,4,257
98523,0,1,0,25,925,9,8,313
98522,0,10,4,67,754,6,2,552
98521,1,3,6,3,507,9,14,856
98520,2,259,0,25,252,9,54,940
98529,2,1,0,91,671,9,71,591
98528,0,1,0,25,169,9,8,350
101910,126,2264,0,41,372,3,1,411
101911,1,5,0,25,373,3,8,120
101912,2,1,0,91,927,7,71,206
101913,0,12,6,94,277,9,32,12
101914,1,12,0,9,716,7,71,490
101915,2,9,0,91,101,9,62,124
101916,1,12,0,23,788,7,91,68
101917,2,9,6,15,277,9,32,426
101918,1,3,0,18,837,9,16,94
101919,0,21,6,21,380,9,38,429
105219,1,5,0,74,361,7,8,334
105218,1,5,0,25,850,4,8,999
105217,2,44,0,25,671,7,71,274
105216,50,498,6,21,967,9,38,236
105215,2,44,6,21,31,9,38,338
105214,17,5,0,19,72,3,28,40
105213,0,2,0,96,886,9,79,546
105212,0,1,6,91,995,9,32,45
105211,0,12,0,34,424,9,1,613
105210,0,12,0,96,307,9,79,323
1087982,1,2,0,25,169,9,8,350
1087983,0,52,6,91,151,9,71,19
1087980,2,1,0,25,149,7,8,667
1087986,0,12,0,41,372,9,78,693
1087984,1,5,6,3,485,9,14,764
1087989,2,1,6,21,380,9,38,236
820904,2,1,0,25,149,9,71,176
820903,1,2,0,25,550,6,8,223
103901,2,8,0,74,928,7,8,18
103900,2,9,6,32,512,9,15,32
2490201,126,2264,0,25,928,9,8,120
103903,2,90,0,97,395,6,71,778
88284,0,3,0,87,558,9,79,703
103905,0,69,0,9,818,8,71,952
103904,0,21,0,50,525,9,8,582
108568,1,5,0,25,928,9,8,120
108569,1,2,0,25,322,8,4,257
103907,2,206,0,55,361,7,80,334
89668,2,9,0,96,454,9,79,898
89669,0,3,0,9,295,9,71,852
89666,2,1,0,9,103,9,94,318
89667,3,35,0,25,287,9,78,177
89664,0,12,0,10,541,9,12,103
89665,2,638,6,15,452,9,52,51
89662,126,2264,0,96,694,9,78,356
108567,1,2,0,9,345,9,71,750
89660,0,1,6,21,31,9,38,338
89661,2,639,6,94,860,9,32,356
218926,1,2,0,50,365,3,1,234
218927,1,1,6,15,150,9,52,468
218924,2,1,6,91,103,9,94,571
218925,1,2,6,32,512,9,15,32
218921,1,2,0,91,151,9,44,571
87529,126,2264,6,94,780,9,32,928
87528,126,2264,0,25,778,7,8,18
87523,126,2264,0,41,176,4,10,815
87522,126,2264,0,25,25,9,71,176
87521,126,2264,0,76,686,5,88,101
87520,1,1,0,87,178,9,79,42
87527,126,2264,0,9,176,6,78,203
87526,126,2264,6,3,56,9,27,312
87525,126,2264,0,25,775,9,62,124
87524,126,2264,0,51,156,5,84,44
88207,126,2264,0,9,500,9,4,818
88206,126,2264,0,19,81,3,28,795
88205,126,2264,0,96,886,9,79,546
88204,126,2264,6,21,328,9,38,82
88203,126,2264,0,9,818,9,71,176
88202,3,13,0,25,163,9,4,498
88201,126,2264,0,41,633,3,1,121
88200,126,2264,6,94,271,9,32,742
88209,126,2264,0,91,101,9,62,124
88208,2,5,6,32,879,9,15,32
84953,126,2264,0,74,928,2,23,187
84952,126,2264,4,12,522,6,40,419
84951,126,2264,6,94,584,9,35,155
84950,126,2264,6,94,271,9,32,840
84957,126,2264,6,91,995,9,32,45
84956,126,2264,0,25,149,3,8,120
84955,126,2264,0,25,893,4,8,333
84954,126,2264,0,62,189,9,33,858
84959,126,2264,6,25,353,9,32,120
84958,126,2264,0,74,928,3,8,120
100638,0,21,0,25,273,9,8,862
100639,1,30,0,62,624,9,33,959
100632,2,1,6,94,552,9,32,12
100633,2,44,0,25,345,9,4,750
100630,1,2,4,67,754,6,2,587
100631,2,12,6,94,552,9,32,301
100636,0,1,5,23,144,7,45,93
100637,126,2264,0,19,81,3,28,40
100634,2,13,4,71,718,6,95,297
100635,0,3,0,19,701,3,28,614
1489884,126,2264,6,21,89,9,25,196
219731,1,5,0,9,731,4,78,11
2453653,0,1,0,3,485,9,14,856
90574,0,1179,0,96,568,9,1,439
90575,0,3,6,64,312,9,35,590
90576,2,228,0,62,189,7,33,858
